Date Read,Author,Books,Year Published,Pages,Favorite
Dec-06,William Shakespeare,All's Well That Ends Well,1602,282,0
Dec-06,Graham Greene,The Quiet American,1955,180,0
Dec-06,Quintus Curtius Rufus,The History of Alexander,44,352,0
Dec-06,Oliver Wendell Holmes,The Autocrat of the Breakfast Table,1858,604,0
Jan-07,Iris Murdoch,Jackson's Dilemma,1995,256,0
Feb-07,Jonathan Franzen,The Corrections,2001,653,0
2007,George W.S. Trow,My Pilgrim's Progress,1999,288,0
2007,Heinrich Fichtenau,The Carolingian Empire,1957,196,0
2007,Jill Hamilton,"God, Guns and Israel",2004,352,0
2007,Sir Thomas More,The History of King Richard III,1557,120,0
2007,Jean-Jacques Rousseau,The Confessions,1781,672,0
2007,Nathaniel Hawthorne,The Marble Faun,1860,432,0
2007,Isaiah Berlin,Russian Thinkers,1978,336,0
2007,Cecily von Ziegesar,Don't You Forget About Me,2007,275,0
2007,Ian McEwan,On Chesil Beach,2007,166,0
2007,Jonathan Lethem,Motherless Brooklyn,1999,311,0
2007,Erich Fromm,The Essential Fromm,1976,144,0
2007,José Saramago,The Gospel According to Jesus Christ,1991,377,0
2007,Brigitte L. Nacos,Mass-Mediated Terrorism,2007,253,0
2007,Joan Didion,The Year of Magical Thinking,2005,227,0
2007,Samuel Beckett,Waiting for Godot,1954,109,0
2007,Leonardo da Vinci,Prophecies,1519,112,0
2007,Donald Capps,The Depleted Self,1993,196,0
2007,Jean Rhys,Tigers are Better Looking,1927,220,0
2007,Reinhold Niebuhr,Leaves from the Notebook of a Tamed Cynic,1928,152,0
2007,"John J. Jackson, Jr.",Harlemworld,2001,299,0
2007,Edmund Burke,A Philosophical Enquiry into the Origin of our Ideas of the Sublime and Beautiful,1757,208,0
2007,Octavio Paz,The Labyrinth of Solitude,1961,398,0
2007,V.S. Naipaul,A Bend in the River,1979,326,0
2007,Linda Lawrence Hunt,Bold Spirit- Helga Estby's Forgotten Walk Across Victorian America,2003,336,0
2007,Fyodor Dostoevsky,The Gambler,1866,160,0
2007,Aleksandr Solzhenitsyn,Nobel Lecture,1972,69,0
2007,Kenneth Seeskin,Maimonides: A Guide for Today's Perplexed,1991,142,0
2007,Booth Tarkington,The Magnificent Ambersons,1918,288,0
2008,Jane Jacobs,The Death and Life of Great American Cities,1961,472,0
2008,Al Gore,The Assault on Reason,2007,273,0
2008,Raymond Carver,Fires,1984,208,0
2008,Nassim Nicholas Taleb,The Black Swan,2007,366,0
2008,Peter Forbath,The Last Hero,1988,729,0
2008,Francis Bacon,The Essays,1625,288,0
2008,Rose Tremain,Restoration,1989,371,0
2008,Lord Macaulay,The History of England,1849,60,0
2008,Marguerite Duras,The Lover,1985,117,0
2008,Olivier Blanc,Last Letters - Prisons & Prisoners of the French Revolution 1793-94,1987,250,0
2008,Thomas Hobbes,Human Nature,1640,344,0
2008,John Perkins,Confessions of an Economic Hit Man,2004,303,0
2008,Edward W. Said,Orientalism,1978,396,0
2008,Rory Stewart,The Places in Between,2004,299,0
2008,Evelyn Waugh,A Handful of Dust,1934,308,0
2008,John Lewis Gaddis,The Cold War,2005,352,0
2008,Muriel Spark,The Girls of Slender Means,1963,140,0
2008,Vali Nasr,The Shia Revival,2006,314,0
2008,John Lukacs,"Blood, Toil, Tears and Sweat",2008,240,0
2008,William Boyd,Restless,2006,336,0
2008,Dennis McDouglas,Five Easy Decades,2008,484,0
2008,Thomas Wolfe,Of Time and the River,1935,896,0
2008,Simon Winchester,The Professor and the Madman,1998,242,0
2008,Henry Roth,Call It Sleep,1934,462,0
2008,Junot Diaz,The Brief Wondrous Life of Oscar Wao,2007,335,0
2008,Andrew J. Bacevich,The Limits of Power,2008,206,0
2008,Ken Kesey,Some Times a Great Notion,1964,640,0
2008,D.H. Lawrence,Lady Chatterley's Lover,1928,376,0
2008,Paul Tillich,The Courage to Be,1952,200,0
2008,Samuel Beckett,Murphy,1938,288,0
2008,Elizabeth Gaskell,Cranford,1853,257,0
2008,Edmund White,Rimbaud - The Double Life of a Rebel,2008,192,0
2008,Fernand Braudel,The Perspective of the World,1979,699,0
2008,Elizabeth Bowen,The Death of the Heart,1938,418,0
Jan-09,Henri Troyat,Tolstoy,1965,896,0
Jan-09,Jimmy Carter,"Palestine, Peace Not Apartheid",2006,288,0
Feb-09,Tom Shachtman,Skyscraper Dreams,1991,380,0
Feb-09,George Berkeley,Principles of Human Knowledge,1710,80,0
Feb-09,Walter Bagehot,The English Constitution,1867,256,0
Mar-09,Fareed Zakaria,The Post-American World,2008,292,0
Apr-09,Mikhail Sholokhov,And Quiet Flows the Don,1928,1408,0
Apr-09,Jonathan Weiner,The Beak of the Finch,1994,332,0
Apr-09,Lao Tzu,Hua Hu Ching,600bc,106,0
May-09,Ray Kurzweil,The Singularity Is Near,2005,652,0
May-09,Robert Louis Stevenson,Treasure Island,1883,311,0
May-09,Khaled Hosseini,The Kite Runner,2003,371,0
May-09,Amos Oz,Rhyming Life & Death,2007,128,0
Jun-09,W. Somerset Maugham,The Moon and Sixpence,1919,215,0
Jul-09,Cicero,On the Good Life,60bc,384,0
Jul-09,Zadie Smith,On Beauty,2005,445,0
Jul-09,Carrie Fisher,Wishful Drinking,2008,163,0
Aug-09,Charles Grodin,How I Got to Be Whoever It is I Am,2009,272,0
Aug-09,Edna O'Brien,Byron in Love,2009,228,0
Aug-09,Christopher Isherwood,The Last of Mr. Norris,1935,187,0
Aug-09,Christopher Isherwood,Goodbye to Berlin,1945,208,0
Aug-09,E.M. Forster,Alexandria - A History,1918,192,0
Aug-09,Samuel Richardson,Pamela,1740,592,0
Sep-09,John Cleland,Fanny Hill,1749,224,0
Sep-09,Daniel Defoe,Roxanna,1724,356,0
Sep-09,Giambattista Vico,New Science,1725,521,0
Sep-09,Nora Ephron,I Feel Bad About My Neck,2006,137,0
Nov-09,Jacob Burckhardt,The Civilization of the Renaissance in Italy,1857,400,0
Oct-09,Ivan Goncharov,Oblomov,1859,586,0
Nov-09,Adam Phillips,Darwin’s Worms,1999,160,0
Nov-09,D.A.F. Marquis deSade,Justine,1787,784,0
Nov-09,Raymond Postgate,Story of a Year 1848,1956,286,0
Nov-09,Oliver Goldsmith,Essays on Miscellaneous Subjects; with an Inquiry Into the Present State of Polite Learning,1774,180,0
Nov-09,Paul Ryscavage,Income InEquality in America,1999,242,0
Dec-09,Jack London,The SeaWolf,1903,227,0
Dec-09,Akira Iriye,The Origins of the Second World War in Asia and the Pacific,1987,214,0
Dec-09,Jacques Barzun,Race: A Study in Superstition,1937,100,0
Dec-09,George Orwell,Why I Write,1946,120,0
Dec-09,Jonathan Swift,A Collection of Genteel and Ingenious Conversation,1754,224,0
Jan-10,Andrew Ross Sorkin,Too Big To Fail,2009,600,0
Jan-10,Dashielle Hammett,Red Harvest,1929,224,0
Feb-10,Christopher Caldwell,Reflections on the Revolution in Europe,2009,432,0
Feb-10,Polybius,The Rise of the Roman Empire,130,576,0
Mar-10,Emile Zola,The Drinking Den,1877,480,0
Mar-10,Michael Howard,War in European History,1976,176,0
Mar-10,"John Heileman, Mark Halperin",Game Change,2010,448,0
Mar-10,W.Somerset Maughan,Cakes and Ale,1930,308,0
Mar-10,Sophocles,Oedipus at Colonus,410bc,144,0
Mar-10,Jules Feiffer,Backing Into Forward,2011,440,0
Apr-10,Hermann Hesse,The Journey to the East,1959,128,0
Apr-10,Richard Wright,Native Son,1940,504,0
May-10,James Moore,Gurdjieff,1991,416,0
Jun-10,Gregory David Roberts,Shantaram,2003,936,0
Jun-10,David A. Andelman,A Shattered Peace,2008,336,0
Jun-10,Stieg Larsson,The Girl With The Dragon Tattoo,2004,480,0
Jun-10,Billy Collins,Sailing Alone Around The Room,1998,172,0
Jul-10,Charlotte Joko Beck,Nothing Special,1993,278,0
Jul-10,Paulo Coelho,The Alchemist,1988,192,0
Jul-10,Wilkie Collins,The Woman in White,1860,672,0
Aug-10,Kathryn Stockett,The Help,2009,464,0
Sep-10,Ron Chernow,The House of Morgan,1990,812,0
Oct-10,Doug Glanville,The Game From Where I Stand,2010,276,0
Oct-10,"Norman Doidge, M.D.",The Brain That Changes Itself,2007,447,0
Nov-10,Louis D. Brandeis,Other People’s Money and How Bankers Use It,1913,168,0
Nov-10,Jonathan Franzen,How To Be Alone,2002,306,0
Nov-10,Ravi Ravindra,Heart Without Measure,1999,219,0
Dec-10,Agatha Christie,Murder On The Orient Express,1934,274,0
Dec-10,Wilkie Collins,Rambles Beyond Railways,1852,195,0
Jan-11,Martin Cruz Smith,Gorky Park,1981,433,0
Feb-11,James Miller,Examined Lives,2011,432,0
Feb-11,Thomas Mann,Doctor Faustus,1947,535,0
Feb-11,Luigi Pirandello,"One, No One & One Hundred Thousand",1926,160,0
Mar-11,Roderick Frazier Nash,Wilderness & The American Mind,1967,432,0
Mar-11,Sinclair Lewis,Main Street,1920,560,0
Apr-11,John Muir,A Thousand-Mile Walk to The Gulf,1867,272,0
Apr-11,Brian Thomas Swimme & Mary Evelyn Tucker,Journey of the Universe,2011,192,0
Apr-11,Robert Mighall,Poetic Lives: Keats,2009,160,0
Apr-11,David Edwards,John Keats A Beginner’s Guide,2002,87,0
Apr-11,Victor Bockris,Keith Richards The Biography,2003,471,0
May-11,Daniel Defoe,Moll Flanders,1722,339,0
May-11,Michael Soussan,Backstabbing For Beginners,2008,332,0
May-11,Friedrich Nietzsche,Beyond Good and Evil,1886,240,0
Jun-11,Willa Cather,The Song of The Lark,1915,417,0
Jun-11,Honore de Balzac,The Vendetta,1830,124,0
Jun-11,Sara Maitland,A Book of Silence,2008,309,0
Jul-11,Stendhal,Memoirs of An Egotist,1832,144,0
Jul-11,Hugh Trevor-Roper,History and The Enlightenment,2010,352,0
Jul-11,Emile Zola,"For a Night of Love, Nantas, Fasting",1876,100,0
Aug-11,Yann Martel,Life of Pi,2001,401,0
Aug-11,Don Piper with Cecil Murphy,Ninety Minutes in Heaven,2004,207,0
Sep-11,Sandro Veronesi,Quiet Chaos,2005,432,0
Sep-11,Charles Dickens,Sketches By Boz,1836,635,0
Oct-11,Noel Coward,Present Indicative: An Autobiography,1937,352,0
Oct-11,David Browne,Fire and Rain,2011,369,0
Nov-11,Niobe Way,Deep Secrets,2011,326,0
Nov-11,Vladmir Nabokov,Pnin,1953,143,0
Dec-11,Erik Larson,In The Garden Of Beasts,2011,448,0
Dec-11,Elie Wiesel,Night,1958,115,0
Jan-12,Sanford D. Greenberg,Even This,1953,100,0
Jan-12,Nikolai Gogol,The Garden Squabble,1835,119,0
Feb-12,"Albert Goldman, Lawrence Schiller",Ladies and Gentlemen: Lenny Bruce!,1971,700,0
Mar-12,Muriel Barbery,The Elegance of the Hedgehog,2006,325,0
Mar-12,Scotty Bowers,Full Service,2012,288,0
Mar-12,Laura Hillenbrand,Unbroken,2010,492,0
Apr-12,Emile Zola,Nana,1880,473,0
Apr-12,Julie Otsuka,The Buddha in the Attic,2011,129,0
Apr-12,Timothy L. Hoffmann,Gone for a Ride,2007,100,0
Jun-12,E.L. James,Fifty Shades of Grey,2011,356,1
Jun-12,Vladimir Nabokov,Pale Fire,1959,246,0
Jul-12,"Benjamin Grahanm, Jason Zweig",The Intelligent Investor,2003,623,0
Jul-12,P.G. Wodehouse,Uncle Fred in the Springtime,1939,240,0
Jul-12,"Julie Rugg, Linda Murphy",A Book Addict's Treasury,2006,240,0
Jul-12,Graham Greene,The Heart of the Matter,1948,272,0
Jul-12,Johann Wolfgang von Goethe,The Man of Fifty,1818,70,0
Aug-12,Roger Collins,Early Medieval Europe 300-1000,1991,533,0
Aug-12,Tom Wolfe,I Am Charlotte Simmons,2004,738,0
Sep-12,Malcolm Gladwell,blink,2005,400,0
Sep-12,Saul Bellow,Seize the Day,1956,114,0
Sep-12,Lee Hausner,Children of Paradise,1990,275,0
Nov-12,William Carlos Williams,In the American Grain,1925,234,0
Nov-12,Michael Shaara,The Killer Angels,1974,13,0
Nov-12,Elisabeth Tova Bailey,The Sound of a Wild Snail Eating,2010,208,0
Dec-12,Henry Kissinger,On China,2011,608,0
Dec-12,George Eliot,Felix Holt: The Radical,1866,545,0
Feb-13,William Manchester,Winston Spencer Churchill The Last Lion Part 2 - Alone. 1932-40,1988,992,0
Feb-13,Robert D. Kaplan,The Revenge of Geography,2012,432,0
Mar-13,Mario Puzo,The Fortunate Pilgrim,1964,304,0
Mar-13,Nancy Mitford,Voltaire in Love,1957,288,0
Mar-13,David Barash,Revolutionary Biology - The New Gene- Centered View of Life,2001,222,0
Apr-13,Robert K Massie,Catherine the Great,2011,625,0
Apr-13,Elizabeth Bowen,The House in Paris,1935,269,0
May-13,Mason Currey,Daily Rituals - How Artists Work,2013,278,0
Jun-13,Emil Ludwig,Genius and Character,1927,346,0
Jul-13,Phillippe Burrin,France Under the Germans,1995,512,0
Aug-13,Bruno Schulz,The Street of Crocodiles,1934,160,0
Aug-13,Donald Shepherd,Bing Crosby - The Hollow Man,1981,150,0
Sep-13,Barbara W. Tuchman,A Distant Mirror,1978,714,0
Oct-13,Witold Gombrowicz,Cosmos,1967,208,0
Nov-13,Charles C. Mann,1493,2011,557,0
Nov-13,Philip K. Dick,Do Androids Dream of Eletric Sheep?,1968,258,0
Dec-13,Marianne Williamson,The Law of Divine Compensation,2012,208,0
Feb-14,Margaret Macmillan,The War That Ended Peace,2013,739,0
Feb-14,Herman Melville,Benito Cereno,1855,160,0
Feb-14,Anton Chekhov,The Duel,1891,128,0
Mar-14,Don DeLillo,Cosmopolis,2003,224,0
May-14,Victoria Wilson,A Life of Barbara Stanwyck,2013,1044,0
Jun-14,Julie Orringer,The Invisible Bridge,2010,786,0
Jul-14,Jonathan Lethem,Dissident Gardens,2013,366,0
Aug-14,"Ernst Fischer, Carol Lipson",Thinking About Science:Max Delbruck & the Origins of Molecular Biology,1988,334,0
Aug-14,Marilynne Robinson,When I Was A Child I Read Books,2012,224,0
Aug-14,Alice Munro,Dear Life,2012,336,0
Sep-14,Louisa May Alcott,Little Women,1868,449,0
Sep-14,J.L. Carr,A Month in the Country,1980,135,0
Oct-14,Henry Kissinger,World Order,2014,420,0
Nov-14,James Fenimore Cooper,The Deerslayer,1841,576,0
Dec-14,Leo Tolstoy,The Kingdom of God is Within You,1893,352,0
Jan-15,Edmund Wilson,The Fifties,1986,663,0
Jan-15,Anjelica Huston,Watch Me,2014,400,0
Feb-15,Phil Klayn,Redeployment,2014,288,0
Mar-15,Ivan Turgenev,Virgin Soil,1877,355,0
Jun-15,Karl Ove Knausgaard,My Struggle,2009,448,0
Jun-15,Patrick Leigh Fermor,A Time of Gifts,1977,321,0
Jul-15,Randall Jarrell,Pictures From An Institution,1952,286,0
Jul-15,Howard Felperin,In Another Life,2014,225,1
Jul-15,Thomas Beer,The Mauve Decade,1926,272,0
Sep-15,Charles Dickens,Little Dorrit,1857,1347,0
Nov-15,Judith Viorst,Grown-Up Marriage,2003,304,0
Nov-15,Ron Chernov,Alexander Hamilton,2004,818,0
Nov-15,Jeff Fromm,Marketing to Millennials,2013,224,0
Dec-15,James Gavin,Deep in a Dream. The Long Night of Chet Baker,2002,448,0
Dec-15,Honore de Balzac,The Wrong Side of Paris,1845,272,0
Jan-16,Steve Silberman,NeuroTribes.The Legacy of Autism,2016,477,0
Jan-16,Honore de Balzac,The Human Comedy,1840,428,0
Jan-16,Buzz Bissinger,Three Nights in August,2005,287,0
Feb-16,Kostya Kennedy,Pete Rose. An American Dilemma,2016,352,0
Mar-16,Michael Lewis,Moneyball,2003,317,0
Apr-16,Jonathan Franzen,Freedom,2010,562,0
May-16,Morris Dickstein,Why Not Say What Happened,2015,320,0
May-16,Stepen Greenblatt,The Swerve,2011,356,0
Jun-16,William Shakespeare,The Tempest,1611,355,0
Jun-16,Bill Read,The Days of Dylan Thomas,1964,100,0
Jul-16,R.D. Blackmore,Lorna Doone,1869,800,0
Jul-16,Albert Schweitzer,J.S. Bach vol.two.,1911,512,0
Aug-16,Madeline Levine,The Prince of Privilege,2006,256,0
Aug-16,Hilton Als,White Girls,2014,344,0
Sep-16,Barbara Tuchman,The Guns of August,2014,606,0
Oct-16,Mary Karr,The Art of Memoir,2015,225,0
Oct-16,Flannery O'Connor,Everything That Rises Must Converge,1965,269,0
Nov-16,Isaac Bashevis Singer,A Crown of Feathers,1973,342,0
Nov-16,Robert Gottlieb,Avid Reader,2016,352,0
Dec-16,Rabbi Shalom Arush,The Garden of Peace,2008,150,0
Jan-17,Erik Larson,The Devil in the White City,2003,447,0
Feb-17,Paula Hawkins,The Girl on the Train,2015,325,0
Mar-17,Oliver Sacks,The Last Interview,2016,220,0
Mar-17,"Charles Nordhoff, James Norman Hall",Mutiny On the Bounty,1932,400,0
Mar-17,John Sutherland,A Little History Of Literature,2013,276,0
Apr-17,Frances Kroll Ring,Against The Current,1985,155,0
Apr-17,James Baldwin,Giovanni's Room,1956,159,0
Apr-17,Jimmy Webb,The Cake And The Rain,2017,159,0
Apr-17,J.D. Salinger,The Last Interview,2016,208,0
Apr-17,Timothy Snyder,On Tyranny,2017,126,0
Jun-17,Donald Trump,Trump The Art of the Deal,1986,384,0
Jun-17,Joseph J. Ellis,American Sphinx: The Character Of Thomas Jefferson,1996,440,0
Jun-17,James Baldwin,The Fire Next Time,1962,106,0
Jul-17,John Julius Norwich,Four Princes,2016,304,0
Aug-17,Lisa Hilton,Elizabeth,2014,400,0
Aug-17,Erich Maria Remarque,All Quiet On The Western Front,1928,256,0
Sep-17,Friedrich Nietzsche,Anti-Education,1872,160,0
Sep-17,Al Franken,Giant Of The Senate,2017,304,0
Oct-17,Elena Ferrante,The Days Of Abandonment,2002,188,0
Oct-17,Fyodor Dostoyevsky,Netochka Nezvanova,1849,176,0
Dec-17,Franz Kafka,Konundrum,1914,381,0
Dec-17,Elizabeth Strout,My Name Is Lucy Barton,2016,193,0
Dec-17,Cicero,How To Grow Old,44bc,196,0
Jan-18,Domenico Starnone,Ties,2014,150,0
Feb-18,Michael Wolff,Fire and Fury,2018,322,0
May-18,Craig Pittman,Oh Florida!,2016,320,0
Jun-18,Madeleine Albright,Facism - a warning,2018,304,0
Jun-18,Adele Faber & Elaine Mazlish,How to Talk So Kids Will Listen & How to Listen So Kids Will Talk,1980,286,0
Jun-18,John Steinbeck,Of Mice and Men,1937,103,0
Jun-18,Julian Barnes,The Sense of an Ending,2011,150,0
Jul-18,Robert Hilburn,"Paul Simon, The Life",2018,448,0
Aug-18,J. Edgar Hoover,Masters of Deceit,1958,384,0
Aug-18,Gabriel Garcia Marquez,The Story of a Shipwrecked Sailor,1986,128,0
2018,Peter Catapano,Modern Ethics in 77 Arguments,2017,464,0
2018,Ruth Bader Ginsburg,In Her Own Words,2018,206,0
2018,Bob Woodward,Fear,2013,448,0
2018,Ayn Rand,The Fountainhead,1943,752,1
2018,Robert Parker,The Widening Gyre,1983,183,0
2018,Anthony Doerr,All the Light We Cannot See,2014,531,1
2018,Alan Jacobs,How to Think,2017,160,0
2019,Cormac McCarthy,The Road,2006,241,1
2019,Bill O'Reilly,Killing the SS,2018,307,0
2019,Stephen Kinzer,The True Flag,2017,307,1
2019,Marianne Williamson,Healing the Soul of America,1997,288,0
2019,Eric Kandel,The Disordered Mind,2018,304,0
2019,Bill Bryson,A Walk in the Woods,1981,397,0
2019,Naomi Klein,No Is Not Enough,2017,273,0
2019,Paul Collins,Duel With The Devil,2013,304,0
2019,Cliff Sims,Team of Vipers,2019,384,0
2019,"Jim Mattis, Bing West",Call Sign Chaos,2019,320,0
2019,Margaret Attwood,The Handmaid's Tale,1986,350,0
2019,Gelett Burgess,Have You an Educated Heart,1923,57,0
2020,David Talbot,"The Devil’s Chessboard, Allen Dulles, the CIA and the Rise of America’s Secret Government",2015,704,0
2020,Erik Larson,The Splendid and the Vile,2020,546,0
2020,Viktor E. Frankl,Yes to Life,2019,144,0
2020,Sanford D. Greenberg,"Hello Darkness, My Old Friend",2020,240,0
2020,Mary L. Trump,Too Much and Never Enough,2020,236,0
2020,Doris Kearns Goodwin,Leadership,2020,397,0
2020,David Mikie,Stanley Kubrick,2020,248,0
2020,Julie Satow,The Plaza,2019,358,0
2020,Ash Carter and Sam Kashner,Life Isn’t Everything – Mike Nichols as Remembered by 150 of His Closest Friends ,2019,368,0
2021,Ruth Ben-Ghiat,Strongmen (Mussolini to the Present) ,2019,384,0
Jul-21,Mark Harris,Mike Nichols A Life,2021,688,0
Aug-21,David S. Brown,The Last American Aristocrat ,2020,464,0
Sep-21,P.G.Wodehouse,Jeeves and the Feudal Sprit ,1954,231,0
Sep-21,Margaret MacMillan,Paris ,1919,624,0
Sep-21,Charles Terry,The Music of Bach ,1963,100,0
Oct-21,Bernard Shaw,Pygmalion ,1913,82,0
Oct-21,Jo Giese,Never Sit if You Can Dance ,2019,144,0
Oct-21,"Bob Woodward, Robert Costa",Peril ,2021,512,0
Dec-21,Amor Towles,A Gentleman in Moscow ,2016,462,0
Dec-21,Mel Brooks,All About Me! ,2021,480,0
Jan-22,James Michener,Caravans ,1963,320,0
Jan-22,Abraham Lincoln,The Spiritual Growth of a Public Man ,1973,47,0
Feb-22,Joe Scarborough,Saving Freedom ,2020,272,0
